Player_Info,Player_Info,Player_Info,Player_Info,Player_Info,Restricted Area,Restricted Area,Restricted Area,In The Paint (Non-RA),In The Paint (Non-RA),In The Paint (Non-RA),Mid-Range,Mid-Range,Mid-Range,Left Corner 3,Left Corner 3,Left Corner 3,Right Corner 3,Right Corner 3,Right Corner 3,Above the Break 3,Above the Break 3,Above the Break 3,Backcourt,Backcourt,Backcourt
PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT
201985,AJ Price,1610612739,CLE,28.0,2,7,0.286,13,24,0.542,21.0,49.0,0.429,1.0,5.0,0.2,0.0,2.0,0.0,14.0,50.0,0.28,0.0,0.0,0.0
201166,Aaron Brooks,1610612741,CHI,30.0,123,254,0.484,50,114,0.439,50.0,136.0,0.368,4.0,21.0,0.19,9.0,17.0,0.529,108.0,273.0,0.396,0.0,2.0,0.0
203932,Aaron Gordon,1610612753,ORL,19.0,63,102,0.618,12,34,0.353,5.0,24.0,0.208,2.0,10.0,0.2,7.0,16.0,0.438,4.0,21.0,0.19,0.0,1.0,0.0
203940,Adreian Payne,1610612750,MIN,24.0,35,68,0.515,22,50,0.44,33.0,93.0,0.355,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.125,0.0,0.0,0.0
201143,Al Horford,1610612737,ATL,29.0,223,306,0.729,79,197,0.401,206.0,426.0,0.484,3.0,11.0,0.273,8.0,18.0,0.444,0.0,7.0,0.0,0.0,0.0,0.0
2744,Al Jefferson,1610612766,CHA,30.0,196,320,0.613,146,323,0.452,142.0,362.0,0.392,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0
202329,Al-Farouq Aminu,1610612742,DAL,24.0,94,159,0.591,11,38,0.289,8.0,36.0,0.222,9.0,33.0,0.273,10.0,30.0,0.333,15.0,61.0,0.246,0.0,0.0,0.0
101187,Alan Anderson,1610612751,BKN,32.0,73,109,0.67,19,41,0.463,30.0,80.0,0.375,19.0,47.0,0.404,14.0,31.0,0.452,40.0,127.0,0.315,0.0,5.0,0.0
202692,Alec Burks,1610612762,UTA,23.0,46,96,0.479,15,50,0.3,34.0,86.0,0.395,3.0,6.0,0.5,5.0,11.0,0.455,18.0,49.0,0.367,0.0,2.0,0.0
203945,Alex Kirk,1610612739,CLE,23.0,1,2,0.5,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
203458,Alex Len,1610612756,PHX,22.0,132,207,0.638,17,52,0.327,29.0,91.0,0.319,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
203144,Alexey Shved,1610612752,NYK,26.0,70,128,0.547,3,21,0.143,13.0,47.0,0.277,1.0,4.0,0.25,3.0,7.0,0.429,43.0,125.0,0.344,0.0,3.0,0.0
201582,Alexis Ajinca,1610612740,NOP,27.0,78,132,0.591,54,96,0.563,49.0,101.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203459,Allen Crabbe,1610612757,POR,23.0,26,32,0.813,2,6,0.333,5.0,30.0,0.167,7.0,22.0,0.318,7.0,13.0,0.538,16.0,50.0,0.32,0.0,0.0,0.0
202087,Alonzo Gee,1610612757,POR,28.0,66,114,0.579,4,15,0.267,4.0,22.0,0.182,6.0,15.0,0.4,6.0,14.0,0.429,1.0,6.0,0.167,0.0,0.0,0.0
2405,Amar'e Stoudemire,1610612742,DAL,32.0,190,287,0.662,46,93,0.495,37.0,106.0,0.349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
101161,Amir Johnson,1610612761,TOR,28.0,199,303,0.657,66,135,0.489,14.0,35.0,0.4,2.0,5.0,0.4,1.0,5.0,0.2,16.0,36.0,0.444,0.0,0.0,0.0
2760,Anderson Varejao,1610612739,CLE,32.0,65,100,0.65,20,46,0.435,26.0,52.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
203958,Andre Dawkins,1610612748,MIA,23.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.2,0.0,0.0,0.0
203083,Andre Drummond,1610612765,DET,21.0,400,687,0.582,87,231,0.377,7.0,41.0,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2738,Andre Iguodala,1610612744,GSW,31.0,111,149,0.745,11,45,0.244,35.0,90.0,0.389,15.0,42.0,0.357,11.0,40.0,0.275,48.0,124.0,0.387,0.0,6.0,0.0
1889,Andre Miller,1610612758,SAC,39.0,74,122,0.607,32,65,0.492,32.0,69.0,0.464,1.0,4.0,0.25,0.0,1.0,0.0,6.0,27.0,0.222,0.0,2.0,0.0
203460,Andre Roberson,1610612760,OKC,23.0,69,105,0.657,1,8,0.125,1.0,3.0,0.333,11.0,33.0,0.333,4.0,14.0,0.286,6.0,36.0,0.167,0.0,2.0,0.0
200745,Andrea Bargnani,1610612752,NYK,29.0,37,66,0.561,39,80,0.488,73.0,174.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,15.0,41.0,0.366,0.0,0.0,0.0
1905,Andrei Kirilenko,1610612751,BKN,34.0,0,4,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
101106,Andrew Bogut,1610612744,GSW,30.0,138,214,0.645,58,122,0.475,4.0,19.0,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203094,Andrew Nicholson,1610612753,ORL,25.0,23,31,0.742,15,38,0.395,32.0,80.0,0.4,2.0,8.0,0.25,1.0,6.0,0.167,10.0,27.0,0.37,0.0,0.0,0.0
203952,Andrew Wiggins,1610612750,MIN,20.0,251,397,0.632,69,184,0.375,138.0,430.0,0.321,8.0,22.0,0.364,5.0,10.0,0.5,26.0,93.0,0.28,0.0,1.0,0.0
203461,Anthony Bennett,1610612750,MIN,22.0,65,99,0.657,4,16,0.25,49.0,159.0,0.308,1.0,1.0,1.0,2.0,5.0,0.4,4.0,17.0,0.235,0.0,0.0,0.0
203076,Anthony Davis,1610612740,NOP,22.0,331,465,0.712,78,188,0.415,232.0,534.0,0.434,0.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,0.2,0.0,3.0,0.0
201627,Anthony Morrow,1610612760,OKC,29.0,35,56,0.625,42,89,0.472,67.0,145.0,0.462,26.0,57.0,0.456,33.0,60.0,0.55,82.0,208.0,0.394,0.0,0.0,0.0
201229,Anthony Tolliver,1610612765,DET,30.0,39,62,0.629,7,14,0.5,9.0,27.0,0.333,19.0,44.0,0.432,28.0,70.0,0.4,59.0,176.0,0.335,0.0,0.0,0.0
203462,Archie Goodwin,1610612756,PHX,20.0,57,111,0.514,5,21,0.238,5.0,28.0,0.179,1.0,3.0,0.333,2.0,5.0,0.4,9.0,31.0,0.29,0.0,2.0,0.0
202620,Arinze Onuaku,1610612750,MIN,27.0,9,10,0.9,3,4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203382,Aron Baynes,1610612759,SAS,28.0,127,203,0.626,33,64,0.516,24.0,56.0,0.429,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.333,0.0,0.0,0.0
201167,Arron Afflalo,1610612757,POR,29.0,65,120,0.542,62,149,0.416,130.0,282.0,0.461,21.0,71.0,0.296,24.0,59.0,0.407,73.0,203.0,0.36,0.0,0.0,0.0
201948,Austin Daye,1610612737,ATL,27.0,8,15,0.533,3,13,0.231,15.0,42.0,0.357,3.0,10.0,0.3,8.0,12.0,0.667,13.0,49.0,0.265,0.0,0.0,0.0
203085,Austin Rivers,1610612746,LAC,22.0,92,167,0.551,42,105,0.4,30.0,93.0,0.323,8.0,18.0,0.444,6.0,19.0,0.316,25.0,93.0,0.269,0.0,0.0,0.0
202340,Avery Bradley,1610612738,BOS,24.0,111,188,0.59,17,43,0.395,182.0,430.0,0.423,26.0,66.0,0.394,25.0,63.0,0.397,73.0,220.0,0.332,0.0,2.0,0.0
2732,Ben Gordon,1610612753,ORL,32.0,19,34,0.559,23,47,0.489,52.0,117.0,0.444,6.0,10.0,0.6,5.0,9.0,0.556,24.0,78.0,0.308,0.0,0.0,0.0
203463,Ben McLemore,1610612758,SAC,22.0,137,214,0.64,20,71,0.282,66.0,155.0,0.426,28.0,63.0,0.444,32.0,82.0,0.39,80.0,241.0,0.332,0.0,5.0,0.0
2757,Beno Udrih,1610612763,MEM,32.0,73,112,0.652,33,74,0.446,114.0,222.0,0.514,6.0,13.0,0.462,2.0,9.0,0.222,18.0,73.0,0.247,0.0,2.0,0.0
203108,Bernard James,1610612742,DAL,30.0,12,24,0.5,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202687,Bismack Biyombo,1610612766,CHA,22.0,91,146,0.623,9,35,0.257,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201933,Blake Griffin,1610612746,LAC,26.0,286,427,0.67,69,173,0.399,209.0,519.0,0.403,1.0,2.0,0.5,2.0,4.0,0.5,7.0,18.0,0.389,0.0,1.0,0.0
202711,Bojan Bogdanovic,1610612751,BKN,26.0,112,169,0.663,30,69,0.435,28.0,82.0,0.341,28.0,59.0,0.475,22.0,56.0,0.393,41.0,141.0,0.291,0.0,0.0,0.0
2564,Boris Diaw,1610612759,SAS,33.0,129,215,0.6,68,143,0.476,40.0,105.0,0.381,2.0,8.0,0.25,1.0,12.0,0.083,51.0,148.0,0.345,0.0,0.0,0.0
203078,Bradley Beal,1610612764,WAS,22.0,123,193,0.637,27,83,0.325,107.0,316.0,0.339,12.0,39.0,0.308,13.0,30.0,0.433,81.0,190.0,0.426,0.0,0.0,0.0
201148,Brandan Wright,1610612756,PHX,27.0,181,241,0.751,43,98,0.439,9.0,21.0,0.429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
101138,Brandon Bass,1610612738,BOS,30.0,178,272,0.654,34,97,0.351,123.0,282.0,0.436,6.0,19.0,0.316,3.0,9.0,0.333,0.0,4.0,0.0,0.0,0.0,0.0
203561,Brandon Davies,1610612755,PHI,23.0,23,52,0.442,10,24,0.417,14.0,27.0,0.519,0.0,1.0,0.0,0.0,1.0,0.0,8.0,32.0,0.25,0.0,0.0,0.0
201943,Brandon Jennings,1610612765,DET,25.0,82,165,0.497,19,58,0.328,41.0,109.0,0.376,9.0,18.0,0.5,7.0,14.0,0.5,60.0,178.0,0.337,0.0,1.0,0.0
202688,Brandon Knight,1610612756,PHX,23.0,141,251,0.562,27,81,0.333,82.0,235.0,0.349,16.0,42.0,0.381,12.0,25.0,0.48,97.0,254.0,0.382,0.0,0.0,0.0
201575,Brandon Rush,1610612744,GSW,29.0,3,9,0.333,2,6,0.333,3.0,12.0,0.25,1.0,6.0,0.167,0.0,1.0,0.0,2.0,20.0,0.1,0.0,0.0,0.0
2217,Brendan Haywood,1610612739,CLE,35.0,4,5,0.8,6,15,0.4,4.0,10.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203148,Brian Roberts,1610612766,CHA,29.0,26,52,0.5,17,43,0.395,71.0,164.0,0.433,2.0,5.0,0.4,10.0,23.0,0.435,50.0,163.0,0.307,0.0,2.0,0.0
201572,Brook Lopez,1610612751,BKN,27.0,221,352,0.628,151,321,0.47,133.0,304.0,0.438,0.0,0.0,0.0,0.0,4.0,0.0,1.0,6.0,0.167,0.0,0.0,0.0
203998,Bruno Caboclo,1610612761,TOR,19.0,2,4,0.5,0,2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0
203955,Bryce Cotton,1610612762,UTA,22.0,6,8,0.75,4,10,0.4,12.0,31.0,0.387,0.0,1.0,0.0,1.0,1.0,1.0,6.0,18.0,0.333,0.0,0.0,0.0
201228,C.J. Watson,1610612754,IND,31.0,49,84,0.583,10,30,0.333,52.0,128.0,0.406,6.0,23.0,0.261,10.0,24.0,0.417,54.0,126.0,0.429,0.0,2.0,0.0
203912,C.J. Wilcox,1610612746,LAC,24.0,4,5,0.8,1,2,0.5,4.0,12.0,0.333,2.0,5.0,0.4,0.0,0.0,0.0,5.0,14.0,0.357,0.0,0.0,0.0
203468,CJ McCollum,1610612757,POR,23.0,44,84,0.524,17,38,0.447,43.0,104.0,0.413,12.0,28.0,0.429,7.0,19.0,0.368,36.0,92.0,0.391,0.0,0.0,0.0
101139,CJ Miles,1610612754,IND,28.0,80,127,0.63,23,63,0.365,72.0,191.0,0.377,11.0,36.0,0.306,31.0,77.0,0.403,112.0,328.0,0.341,0.0,5.0,0.0
203946,Cameron Bairstow,1610612741,CHI,24.0,1,5,0.2,0,1,0.0,2.0,8.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201171,Carl Landry,1610612758,SAC,31.0,95,155,0.613,26,56,0.464,69.0,158.0,0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,Carlos Boozer,1610612747,LAL,33.0,197,310,0.635,51,129,0.395,123.0,304.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,Carmelo Anthony,1610612752,NYK,31.0,108,190,0.568,32,68,0.471,157.0,369.0,0.425,8.0,12.0,0.667,3.0,5.0,0.6,50.0,161.0,0.311,0.0,1.0,0.0
2406,Caron Butler,1610612765,DET,35.0,13,25,0.52,6,15,0.4,59.0,137.0,0.431,7.0,15.0,0.467,18.0,37.0,0.486,58.0,164.0,0.354,0.0,3.0,0.0
201858,Cartier Martin,1610612765,DET,30.0,3,6,0.5,1,3,0.333,5.0,11.0,0.455,1.0,4.0,0.25,0.0,6.0,0.0,5.0,22.0,0.227,0.0,1.0,0.0
202718,Chandler Parsons,1610612742,DAL,26.0,175,287,0.61,36,104,0.346,40.0,91.0,0.44,17.0,50.0,0.34,19.0,49.0,0.388,96.0,248.0,0.387,0.0,0.0,0.0
101112,Channing Frye,1610612753,ORL,32.0,11,26,0.423,10,29,0.345,34.0,86.0,0.395,6.0,14.0,0.429,5.0,20.0,0.25,125.0,312.0,0.401,0.0,0.0,0.0
101111,Charlie Villanueva,1610612742,DAL,30.0,32,65,0.492,14,33,0.424,21.0,43.0,0.488,13.0,34.0,0.382,6.0,21.0,0.286,64.0,166.0,0.386,0.0,0.0,0.0
201978,Chase Budinger,1610612750,MIN,27.0,70,118,0.593,18,50,0.36,29.0,79.0,0.367,9.0,23.0,0.391,7.0,21.0,0.333,36.0,99.0,0.364,0.0,0.0,0.0
2365,Chris Andersen,1610612748,MIA,36.0,103,152,0.678,3,13,0.231,10.0,29.0,0.345,1.0,2.0,0.5,3.0,5.0,0.6,0.0,3.0,0.0,0.0,3.0,0.0
2547,Chris Bosh,1610612748,MIA,31.0,71,135,0.526,49,97,0.505,160.0,345.0,0.464,2.0,7.0,0.286,5.0,13.0,0.385,56.0,148.0,0.378,0.0,0.0,0.0
