Player_Info,Player_Info,Player_Info,Player_Info,Player_Info,Restricted Area,Restricted Area,Restricted Area,In The Paint (Non-RA),In The Paint (Non-RA),In The Paint (Non-RA),Mid-Range,Mid-Range,Mid-Range,Left Corner 3,Left Corner 3,Left Corner 3,Right Corner 3,Right Corner 3,Right Corner 3,Above the Break 3,Above the Break 3,Above the Break 3,Backcourt,Backcourt,Backcourt
PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT,FGM,FGA,FG_PCT
201963,Christian Eyenga,1610612747,LAL,23.0,4,8,0.5,0,1,0.0,1,13,0.077,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1.0,0.0,0.0,0.0
101236,Chuck Hayes,1610612758,SAC,29.0,48,102,0.471,22,54,0.407,3,12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0
202332,Cole Aldrich,1610612760,OKC,23.0,16,24,0.667,5,16,0.313,1,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
201147,Corey Brewer,1610612743,DEN,26.0,132,223,0.592,16,51,0.314,20,62,0.323,13.0,48.0,0.271,12.0,41.0,0.293,8,36,0.222,0.0,2.0,0.0
1894,Corey Maggette,1610612766,CHA,32.0,65,119,0.546,10,30,0.333,40,158,0.253,4.0,10.0,0.4,5.0,9.0,0.556,15,47,0.319,0.0,0.0,0.0
202809,Cory Higgins,1610612766,CHA,23.0,19,50,0.38,7,31,0.226,22,59,0.373,1.0,2.0,0.5,1.0,3.0,0.333,2,15,0.133,0.0,0.0,0.0
202709,Cory Joseph,1610612759,SAS,20.0,6,16,0.375,2,11,0.182,11,28,0.393,0.0,3.0,0.0,0.0,2.0,0.0,3,10,0.3,0.0,0.0,0.0
202622,Courtney Fortson,1610612745,HOU,24.0,7,15,0.467,0,3,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,0.231,0.0,0.0,0.0
201584,Courtney Lee,1610612745,HOU,26.0,75,129,0.581,22,60,0.367,67,174,0.385,28.0,61.0,0.459,22.0,42.0,0.524,37,113,0.327,0.0,1.0,0.0
202342,Craig Brackins,1610612755,PHI,24.0,3,4,0.75,0,1,0.0,3,19,0.158,1.0,1.0,1.0,1.0,1.0,1.0,1,7,0.143,0.0,0.0,0.0
200783,Craig Smith,1610612757,POR,28.0,42,68,0.618,16,40,0.4,1,8,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
201571,D.J. Augustin,1610612766,CHA,24.0,73,154,0.474,13,63,0.206,36,91,0.396,6.0,14.0,0.429,3.0,11.0,0.273,52,152,0.342,0.0,2.0,0.0
